gene_symbol,legacy_variability_bin
EFNB1,9
EFNB2,3
EFNB3,6
EFR3A,3
EFR3B,6
EFS,0
EFTUD2,3
EGF,4
EGFL6,6
EGFL7,0
EGFL8,5
EGFLAM,4
EGFR,0
EGLN1,3
EGLN2,6
EGLN3,6
EGR1,1
EGR2,9
EGR3,1
EGR4,6
EHBP1,2
EHBP1L1,0
EHD1,6
EHD2,8
EHD3,7
EHD4,6
EHF,9
EHHADH,8
EHMT1,4
EHMT2,6
EI24,9
EID1,9
EIF1,7
EIF1AD,3
EIF1AX,4
EIF1B,7
EIF2A,0
EIF2AK1,2
EIF2AK2,9
EIF2AK3,1
EIF2AK4,2
EIF2B1,6
EIF2B2,4
EIF2B3,9
EIF2B4,9
EIF2B5,6
EIF2D,9
EIF2S1,9
EIF2S2,2
EIF2S3,9
EIF3A,4
EIF3B,4
EIF3D,2
EIF3E,9
EIF3F,4
EIF3G,6
EIF3H,2
EIF3I,3
EIF3J,1
EIF3K,0
EIF3L,9
EIF3M,6
EIF4A1,7
EIF4A2,7
EIF4A3,1
EIF4B,7
EIF4E,7
EIF4E2,0
EIF4E3,4
EIF4EBP1,1
EIF4EBP2,1
EIF4EBP3,1
EIF4ENIF1,6
EIF4G1,6
EIF4G2,7
EIF4G3,3
EIF4H,1
EIF5A2,9
EIF5B,6
EIF6,8
EIPR1,8
ELAC1,1
ELAC2,6
ELANE,5
ELAVL2,8
ELAVL3,6
ELAVL4,0
ELF1,6
ELF2,4
ELF3,2
ELF4,8
ELF5,0
ELFN2,2
ELK1,4
ELK3,6
ELK4,2
ELL,2
ELL2,6
ELL3,6
ELMO1,6
ELMO2,0
ELMO3,0
ELMOD1,0
ELMOD2,4
ELMOD3,3
ELN,4
ELOA,6
ELOB,7
ELOC,1
ELOF1,4
ELOVL1,1
ELOVL2,4
ELOVL3,1
ELOVL4,1
ELOVL5,3
ELOVL6,1
ELP1,2
ELP2,9
ELP3,8
ELP4,6
ELP5,1
ELP6,3
ELSPBP1,9
EMB,2
EMC1,2
EMC10,8
EMC2,4
EMC3,4
EMC4,7
EMC6,2
EMC7,0
EMC8,0
EMC9,1
EMCN,2
EMD,2
EME1,4
EMG1,0
EMID1,1
EMILIN1,7
EMILIN3,2
EML1,8
EML2,8
EML3,2
EML4,4
EML5,6
EML6,7
EMP1,2
EMP2,0
EMP3,4
EMR4,2
EMSY,6
EMX2,0
ENAH,3
ENC1,0
ENDOD1,3
ENDOG,1
ENDOU,1
ENDOV,7
ENG,4
ENGASE,6
ENKD1,9
ENKUR,6
ENO1,6
ENO2,1
ENO3,6
ENO4,0
ENOPH1,6
ENOSF1,7
ENOX1,8
ENOX2,0
ENPEP,0
ENPP1,3
ENPP2,0
ENPP3,4
ENPP4,8
ENPP5,3
ENPP6,2
ENPP7,3
ENSA,6
ENTHD1,4
ENTPD1,9
ENTPD2,4
ENTPD3,2
ENTPD4,0
ENTPD5,4
ENTPD6,4
ENTPD7,4
ENTR1,3
ENY2,2
EOGT,3
EOMES,1
EP300,7
EP400,8
EPAS1,6
EPB41,0
EPB41L1,2
EPB41L2,8
EPB41L3,4
EPB41L4A,4
EPB41L4B,8
EPB41L5,4
EPB42,4
EPC1,3
EPC2,8
EPCAM,4
EPDR1,1
EPG5,2
EPGN,4
EPHA1,3
EPHA2,4
EPHA3,2
EPHA4,9
EPHA5,4
EPHA6,4
EPHA7,3
EPHB1,7
EPHB2,4
EPHB3,6
EPHB4,4
EPHB6,4
EPHX1,2
EPHX2,2
EPHX3,8
EPM2A,0
EPM2AIP1,3
EPN1,2
EPN2,0
EPN3,4
EPO,0
EPOP,6
EPOR,9
EPS15,4
EPS15L1,2
EPS8,1
EPS8L1,6
EPS8L2,1
EPS8L3,1
EPSTI1,0
EPX,6
EPYC,2
ERAL1,3
ERAP1,1
ERAP2,3
ERAS,3
ERBB2,6
ERBB3,3
ERBB4,6
ERBIN,6
ERC1,7
ERC2,4
ERCC1,4
ERCC2,2
ERCC3,6
ERCC4,4
ERCC6,6
ERCC6L,6
ERCC6L2,4
ERCC8,5
EREG,4
ERF,6
ERG,1
ERG28,2
ERGIC1,0
ERGIC2,9
ERGIC3,3
ERH,6
ERI1,2
ERI2,2
ERI3,2
ERICH1,0
ERICH2,2
ERICH3,0
ERICH4,6
ERICH6,3
ERLEC1,2
ERLIN1,9
ERLIN2,4
ERMAP,9
ERMARD,2
ERMN,0
ERMP1,0
ERN1,3
ERO1A,4
ERO1B,3
ERP27,4
ERP29,0
ERP44,6
ERRFI1,6
ESAM,0
ESCO1,1
ESCO2,4
ESD,1
ESF1,6
ESM1,4
ESPL1,2
ESPN,9
ESR1,1
ESR2,4
ESRP1,3
ESRP2,6
ESRRA,2
ESRRB,3
ESRRG,6
ESS2,3
ESYT1,9
ESYT2,9
ESYT3,6
ETAA1,2
ETF1,7
ETFA,1
ETFB,4
ETFBKMT,1
ETFDH,2
ETFRF1,4
ETHE1,3
ETNK1,4
ETNK2,0
ETNPPL,6
ETS1,2
ETS2,0
ETV1,2
ETV2,9
ETV3,8
ETV3L,0
ETV4,0
ETV5,5
ETV6,1
ETV7,4
EVA1A,6
EVA1B,0
EVA1C,7
EVC,1
EVC2,1
EVI2B,2
EVI5L,7
EVL,2
EVPL,2
EVX1,2
EWSR1,0
EXD1,3
EXD2,4
EXD3,1
EXO1,4
EXOC1,4
EXOC2,2
EXOC3,2
EXOC3L1,9
EXOC3L2,6
EXOC3L4,4
EXOC4,8
EXOC5,6
EXOC6,9
EXOC6B,4
EXOC7,2
EXOC8,2
EXOG,7
EXOSC1,6
EXOSC10,0
EXOSC2,2
EXOSC3,9
EXOSC4,6
EXOSC5,3
EXOSC6,7
EXOSC7,6
EXOSC8,2
EXOSC9,6
EXPH5,2
EXT1,2
EXT2,6
EXTL1,7
EXTL2,9
EXTL3,8
EYA1,5
EYA2,6
EYA3,7
EYA4,1
EZH1,4
EZH2,4
EZR,8
F11,0
F11R,7
F12,9
F13A1,7
F2,4
F2R,6
F2RL1,3
F2RL2,9
F2RL3,7
F3,4
F5,6
F8,6
FA2H,9
FAAH,1
FAAP100,6
FAAP24,4
FABP3,2
FABP4,2
FADS1,4
FADS2,9
FADS6,3
FAF1,6
FAF2,0
FAH,7
FAHD1,6
FAIM,2
FAIM2,2
FAM102A,0
FAM102B,2
FAM104A,1
FAM107A,4
FAM107B,6
FAM110A,1
FAM110B,3
FAM110C,4
FAM110D,3
FAM111B,1
FAM114A1,0
FAM114A2,6
FAM117A,7
FAM117B,8
FAM118A,4
FAM118B,8
FAM120A,7
FAM120B,7
FAM126A,7
FAM126B,4
FAM131A,0
FAM131B,0
FAM131C,0
FAM133A,4
FAM133B,6
FAM135A,6
FAM13A,9
FAM13B,6
FAM13C,8
FAM149B1,2
FAM151A,0
FAM151B,9
FAM155B,9
FAM160A1,2
FAM160A2,0
FAM160B1,4
FAM160B2,9
FAM161A,3
FAM161B,1
FAM162A,4
FAM162B,0
FAM163A,2
FAM163B,7
FAM166B,4
FAM167A,4
FAM167B,6
FAM168A,4
FAM168B,8
FAM169A,4
FAM171A1,7
FAM171A2,6
FAM171B,1
FAM172A,3
FAM174A,4
FAM177A1,6
FAM177B,0
FAM178B,7
FAM180A,7
FAM180B,6
FAM181B,4
FAM184A,0
FAM184B,0
FAM185A,6
FAM186A,4
FAM186B,6
FAM187A,8
FAM189A1,1
FAM189A2,9
FAM189B,6
FAM193A,0
FAM193B,0
FAM199X,4
FAM204A,6
FAM207A,1
FAM20A,4
FAM20B,0
FAM20C,4
FAM210A,2
FAM210B,4
FAM214A,6
FAM214B,1
FAM216A,0
FAM216B,9
FAM217A,6
FAM217B,9
FAM219A,6
FAM219B,0
FAM221A,0
FAM221B,1
FAM222A,6
FAM222B,8
FAM227A,0
FAM227B,6
FAM229A,8
FAM229B,3
FAM234A,4
FAM234B,4
FAM237A,0
FAM241A,6
FAM32A,6
FAM3A,7
FAM3B,1
FAM3C,9
FAM3D,0
FAM43A,9
FAM50A,1
FAM53A,2
FAM53B,6
FAM71E1,0
FAM71F1,4
FAM71F2,4
FAM76A,4
FAM76B,0
FAM78A,9
FAM78B,4
FAM81A,6
FAM83B,9
FAM83C,0
FAM83D,6
FAM83G,4
FAM83H,2
FAM89B,4
FAM8A1,9
FAM91A1,6
FAM98A,2
FAM98B,4
FAM98C,2
FAN1,3
FANCA,6
FANCB,0
FANCC,1
FANCD2,6
FANCE,2
FANCF,0
FANCG,6
FANCI,4
FANCL,1
FANCM,4
FANK1,6
FAP,4
FAR1,4
FAR2,0
FARP1,8
FARP2,9
FARS2,8
FARSA,2
FARSB,6
FAS,2
FASLG,4
FASN,1
FASTK,6
FASTKD1,6
FASTKD2,2
FASTKD3,7
FASTKD5,3
FAT1,4
FAT2,3
FAT3,9
FAT4,4
FATE1,2
FAU,2
FAXC,4
FAXDC2,6
FBF1,9
FBH1,9
FBL,4
FBLIM1,9
FBLL1,7
FBLN1,2
FBLN2,4
FBLN5,4
FBLN7,3
FBN1,6
FBN2,9
FBN3,6
FBP1,6
FBP2,4
FBRS,2
FBRSL1,1
FBXL12,6
FBXL13,1
FBXL14,9
FBXL15,6
FBXL16,1
FBXL17,6
FBXL18,2
FBXL19,4
FBXL2,0
FBXL20,6
FBXL3,4
FBXL4,2
FBXL5,7
FBXL6,2
FBXL7,6
FBXO10,2
FBXO11,2
FBXO15,6
FBXO17,1
FBXO2,2
FBXO21,7
FBXO24,1
FBXO25,4
FBXO27,6
FBXO28,2
FBXO3,2
FBXO30,3
FBXO31,7
FBXO32,0
FBXO33,6
FBXO34,2
FBXO36,8
FBXO38,0
FBXO4,4
FBXO40,0
FBXO41,1
FBXO42,2
FBXO43,7
FBXO45,2
FBXO46,4
FBXO47,3
FBXO48,0
FBXO5,0
FBXO6,4
FBXO7,6
FBXO8,2
FBXO9,7
FBXW11,0
FBXW12,6
FBXW2,4
FBXW4,4
FBXW5,4
FBXW7,4
FBXW8,0
FBXW9,6
FCER1A,4
FCER1G,7
FCER2,3
FCGR1A,6
FCGRT,9
FCHO1,1
FCHO2,4
FCHSD1,7
FCHSD2,2
FCMR,4
FCRL1,0
FCRL2,2
FCRL4,0
FCRL5,9
FCRLA,6
FCSK,0
FDFT1,4
FDPS,4
FDX1,4
FDXR,6
FECH,6
FEM1A,0
FEM1B,0
FEM1C,6
FEN1,9
FER,0
FER1L5,4
FER1L6,8
FERMT1,4
FERMT2,2
FERMT3,6
FES,8
FEZ1,0
FEZ2,3
FFAR2,9
FFAR4,0
FGD1,4
FGD2,2
FGD3,1
FGD4,3
FGD5,6
FGD6,6
FGF1,3
FGF10,9
FGF11,4
FGF12,6
FGF14,1
FGF16,6
FGF17,0
FGF18,4
FGF19,2
FGF21,3
FGF22,4
FGF23,1
FGF3,4
FGF5,4
FGF7,1
FGF8,3
FGF9,3
FGFBP3,4
FGFR1,2
FGFR1OP2,7
FGFR2,5
FGFR3,6
FGFR4,7
FGFRL1,6
FGG,8
FGGY,4
FGL1,2
FGL2,0
FGR,0
FH,4
FHAD1,6
FHDC1,0
FHIT,8
FHL1,4
FHL2,4
FHL3,2
FHL5,7
FHOD1,7
FHOD3,9
FIBCD1,9
FIBIN,2
FIBP,6
FICD,2
FIG4,0
FIGN,2
FIGNL1,2
FILIP1L,4
FIP1L1,4
FIS1,4
FITM1,9
FITM2,4
FIZ1,4
FKBP10,0
FKBP11,4
FKBP15,3
FKBP1A,9
FKBP1B,6
FKBP2,2
FKBP3,6
FKBP4,9
FKBP5,6
FKBP7,2
FKBP9,2
FKBPL,4
FKRP,3
FKTN,4
FLACC1,0
FLAD1,2
FLCN,4
FLI1,2
FLII,8
FLNA,0
FLNB,7
FLNC,7
FLOT1,3
FLRT1,6
FLRT2,6
FLRT3,6
FLT1,6
FLT3,4
FLT3LG,4
FLT4,4
FLVCR1,3
FLVCR2,9
FLYWCH1,2
FLYWCH2,2
FMC1,9
FMN1,3
FMN2,0
FMNL1,4
FMNL2,0
FMNL3,7
FMO2,5
FMO3,8
FMO4,6
FMO5,8
FMOD,6
FMR1,7
FN1,6
FN3K,0
FN3KRP,3
FNBP1,9
FNBP1L,8
FNBP4,6
FNDC1,1
FNDC11,7
FNDC3A,4
FNDC3B,8
FNDC4,3
FNDC5,0
FNDC7,9
FNDC9,5
FNIP1,4
FNIP2,4
FNTA,3
FOCAD,6
FOS,6
FOSB,7
FOSL1,2
FOSL2,2
FOXA1,2
FOXA2,2
FOXA3,8
FOXC2,0
FOXD3,9
FOXF1,1
FOXF2,4
FOXJ1,6
FOXJ2,4
FOXJ3,2
FOXK1,2
FOXK2,2
FOXL1,4
FOXM1,7
FOXN2,6
FOXN3,3
FOXN4,1
FOXO1,9
FOXO3,0
FOXO4,4
FOXP1,6
FOXP2,6
FOXP3,6
FOXP4,6
FOXRED1,1
FOXRED2,4
FOXS1,7
FPGS,6
FPGT,8
FPR2,4
FRA10AC1,4
FRAS1,8
FREM1,4
FREM2,7
FRG1,2
FRK,9
FRMD3,1
FRMD4A,6
FRMD4B,0
FRMD5,6
FRMD6,6
FRMD7,1
FRMD8,3
FRMPD1,7
FRMPD3,4
FRMPD4,7
FRRS1,2
FRRS1L,4
FRS2,1
FRS3,9
FRY,6
FRYL,2
FRZB,6
FSCB,0
FSCN1,0
FSCN2,3
FSD1,6
FSD1L,9
FSD2,6
FSIP1,4
FST,2
FSTL1,7
FSTL3,2
FSTL4,2
FSTL5,9
FTH1,7
FTL,9
FTO,9
FTSJ1,6
FTSJ3,3
FUBP3,0
FUCA1,6
FUCA2,1
FUNDC1,4
FUNDC2,8
FURIN,7
FUS,0
FUT1,0
FUT10,1
FUT11,4
FUT4,1
FUT8,0
FXN,0
FXR1,2
FXR2,7
FXYD1,1
FXYD4,7
FXYD5,2
FXYD6,2
FYB1,6
FYCO1,3
FYN,1
FYTTD1,4
FZD1,6
FZD10,4
FZD2,4
FZD3,6
FZD4,2
FZD5,4
FZD6,1
FZD7,4
FZD8,3
FZD9,4
FZR1,2
G0S2,6
G2E3,2
G3BP1,1
G3BP2,4
G6PC2,9
G6PC3,7
G6PD,0
GAA,4
GAB1,3
GAB2,0
GAB3,4
GABARAP,6
GABARAPL1,9
GABARAPL2,1
GABBR1,4
GABBR2,6
GABPA,4
GABPB1,0
GABPB2,7
GABRA1,5
GABRA2,9
GABRA3,6
GABRA4,0
GABRA5,8
GABRB1,6
GABRB2,7
GABRB3,6
GABRD,6
GABRE,7
GABRG1,2
GABRQ,8
GABRR2,2
GAD1,6
GAD2,3
GADD45A,4
GADD45B,6
GADD45G,2
GADD45GIP1,4
GADL1,3
GAK,7
GAL3ST1,3
GAL3ST2,6
GAL3ST3,0
GAL3ST4,4
GALC,1
GALE,1
GALK1,9
GALK2,0
GALM,3
GALNS,0
GALNT1,6
GALNT10,1
GALNT11,9
GALNT12,1
GALNT13,7
GALNT14,3
GALNT15,4
GALNT17,2
GALNT18,4
GALNT2,4
GALNT3,1
GALNT5,6
GALNT6,4
GALNTL6,4
GALR1,1
GALR2,6
GALT,1
GAN,0
GANAB,1
GANC,9
GAP43,4
GAPDH,8
GAPT,4
GAPVD1,1
GAR1,9
GAREM1,6
GAREM2,4
GARNL3,4
GAS1,0
GAS2,5
GAS2L1,0
GAS2L2,2
GAS2L3,6
GAS6,0
GAS7,4
GAS8,5
GASK1A,2
GASK1B,6
GATA1,3
GATA2,4
GATA3,0
GATA4,3
GATA5,3
GATAD1,7
GATAD2A,6
GATAD2B,9
GATB,6
GATM,7
GBA,4
GBA2,7
GBE1,6
GBF1,8
GBGT1,3
GBP1,4
GBP6,9
GBX2,2
GCA,8
GCAT,6
GCC1,0
GCC2,6
GCDH,2
GCFC2,4
GCG,8
GCH1,1
GCHFR,6
GCKR,9
GCLC,3
GCM1,0
GCN1,6
GCNA,6
GCNT2,2
GCNT4,8
GCSAM,6
GCSAML,0
GCSH,1
GDA,1
GDAP1,2
GDAP1L1,6
GDAP2,4
GDE1,3
GDF10,9
GDF11,6
GDF15,7
GDF5,9
GDF6,6
GDF9,6
GDI1,6
GDI2,6
GDNF,0
GDPD1,7
GDPD2,6
GDPD3,2
GDPD5,1
GDPGP1,4
GEM,0
GEMIN2,1
GEMIN4,4
GEMIN5,8
GEMIN6,1
GEN1,3
GET3,3
GET4,4
GFAP,6
GFI1,7
GFI1B,4
GFM1,9
GFM2,6
GFOD1,2
GFOD2,1
GFPT1,3
GFPT2,4
GFRA1,3
GFRA2,6
GFRA3,7
GFRA4,4
GFY,6
GGA1,7
GGA2,4
GGA3,4
GGACT,0
GGCX,8
GGH,4
GGN,3
GGNBP2,1
GGPS1,4
GGT6,1
GH1,7
GHDC,0
GHITM,7
GHR,0
GID4,8
GID8,0
GIGYF1,0
GIGYF2,2
GIMAP1,3
GIMAP2,2
GIMAP4,6
GIMAP8,6
GIN1,2
GINM1,7
GINS1,0
GINS2,4
GINS3,1
GINS4,2
GIP,4
GIPC1,6
GIPC2,3
GIPR,3
GIT1,6
GIT2,1
GJA1,6
GJA10,4
GJA3,7
GJA5,6
GJA8,8
GJA9,1
GJB1,4
GJB2,3
GJB6,5
GJC1,0
GJC2,1
GJC3,4
GK5,6
GKAP1,0
GKN2,7
GLA,9
GLB1,5
GLB1L,0
GLB1L3,0
GLCCI1,7
GLCE,1
GLDC,9
GLDN,4
GLE1,9
GLG1,5
GLI1,6
GLI2,0
GLI3,9
GLI4,4
GLIPR1,9
GLIPR1L2,4
GLIS2,4
GLIS3,1
GLMN,8
GLMP,7
GLO1,6
GLOD4,4
GLP1R,7
GLRA2,0
GLRB,2
GLRX,2
GLRX2,6
GLRX3,3
GLRX5,0
GLS,9
GLS2,6
GLT1D1,6
GLT8D1,6
GLT8D2,6
GLUL,2
GLYAT,9
GLYATL3,4
GLYCTK,0
GLYR1,8
GM2A,4
GMDS,1
GMEB1,7
GMEB2,9
GMFB,0
GMFG,1
GMIP,9
GMNN,2
GMPPA,4
GMPPB,3
GMPR,6
GMPR2,6
GMPS,1
GNA12,3
GNA13,9
GNA14,9
GNA15,0
GNAI1,0
GNAI2,7
GNAI3,2
GNAL,2
GNAO1,2
GNAQ,4
GNAS,7
GNAT1,7
GNAT2,2
GNAZ,9
GNB1,0
GNB1L,4
GNB2,6
GNB3,6
GNB4,7
GNB5,6
GNE,6
GNG10,0
GNG11,1
GNG12,9
GNG13,6
GNG2,7
GNG3,4
GNG4,9
GNG5,9
GNGT2,6
GNL1,2
GNL2,6
GNL3,3
GNL3L,8
GNMT,2
GNPAT,2
GNPDA1,6
GNPDA2,6
GNPNAT1,6
GNPTAB,0
GNPTG,6
GNRH1,7
GNS,0
GOLGA1,0
GOLGA3,6
GOLGA4,6
GOLGA5,4
GOLGA7,0
GOLGA7B,6
GOLGB1,2
GOLIM4,4
GOLM1,2
GOLPH3,4
GOLPH3L,2
GOLT1B,6
GON7,0
GOPC,2
GORAB,0
GORASP1,0
GORASP2,9
GOSR1,3
GOT1,6
GOT2,9
GP6,3
GPA33,3
GPAA1,6
GPALPP1,4
GPAM,1
GPANK1,8
GPAT2,9
GPAT3,3
GPATCH1,1
GPATCH2,2
GPATCH2L,6
GPATCH3,4
GPATCH4,0
GPATCH8,9
GPBAR1,4
GPBP1,4
GPBP1L1,7
GPC1,2
GPC2,4
GPC3,4
GPC4,4
GPC5,7
GPC6,4
GPCPD1,0
GPD1,0
GPD1L,2
GPD2,4
GPER1,4
GPHN,4
GPI,7
GPIHBP1,0
GPLD1,9
GPM6A,8
GPM6B,7
GPN2,1
GPN3,9
GPNMB,4
GPR1,3
GPR107,6
GPR108,8
GPR119,4
GPR12,9
GPR132,3
GPR137,2
GPR137B,5
GPR137C,3
GPR141,4
GPR142,7
GPR143,6
GPR146,4
GPR15,9
GPR153,3
GPR155,7
GPR156,9
GPR157,3
GPR160,0
GPR161,5
GPR162,8
GPR171,2
GPR173,0
GPR176,1
GPR18,0
GPR180,1
GPR182,4
GPR183,6
GPR19,6
GPR3,4
GPR31,4
GPR33,3
GPR37,6
GPR39,4
GPR52,1
GPR55,0
GPR61,4
GPR63,4
GPR65,3
GPR68,9
GPR82,2
GPR83,4
GPR84,4
GPR85,1
GPR87,7
GPR88,4
GPRASP1,7
GPRASP2,7
GPRC5A,7
GPRC5B,8
GPRC5C,1
GPRC5D,7
GPRIN1,6
GPRIN3,0
GPS1,0
GPS2,7
GPSM1,9
GPSM2,6
GPSM3,4
GPT,8
GPX1,4
GPX2,7
GPX3,0
GPX8,0
GRAMD1A,6
GRAMD1B,0
GRAMD1C,0
GRAMD2A,6
GRAMD2B,2
GRAMD4,2
GRAP2,4
GRB10,7
GRB14,1
GRB2,9
GRB7,4
GREB1,6
GREB1L,3
GREM1,2
GREM2,2
GRHL1,4
GRHL2,0
GRHL3,4
GRHPR,7
GRIA1,4
GRIA2,6
GRIA3,0
GRIA4,9
GRID1,3
GRID2,1
GRID2IP,1
GRIK2,6
GRIK3,9
GRIK4,4
GRIN2A,3
GRIN2C,7
GRIN2D,4
GRINA,9
GRIP1,9
GRIP2,4
GRIPAP1,1
GRK1,4
GRK2,6
GRK3,8
GRK5,6
GRK6,3
GRK7,4
GRM2,3
GRM4,6
GRM5,9
GRM7,3
GRM8,6
GRN,0
GRP,3
GRPEL1,3
GRPR,9
GRSF1,4
GRTP1,3
GRWD1,9
GRXCR2,1
GSAP,7
GSC,7
GSDMA,6
GSDMD,2
GSDME,3
GSE1,1
GSG1L,1
GSK3B,0
GSKIP,2
GSN,1
GSPT1,0
GSPT2,2
GSR,4
GSS,0
GSTA4,9
GSTCD,6
GSTO1,6
GSTO2,3
GSTP1,1
GSTZ1,4
GSX2,5
GTDC1,4
GTF2A1,1
GTF2A1L,7
GTF2A2,4
GTF2B,9
GTF2E1,9
GTF2E2,4
GTF2F1,4
GTF2F2,3
GTF2H1,6
GTF2H3,6
GTF2H5,6
GTF2I,6
GTF2IRD1,6
GTF3A,2
GTF3C1,0
GTF3C2,0
GTF3C3,3
GTF3C4,4
GTPBP1,2
GTPBP10,6
GTPBP2,3
GTPBP3,7
GTPBP4,2
GTPBP6,6
GTPBP8,4
GTSE1,4
GUCA1A,7
GUCA1B,6
GUCY1A1,4
GUCY1A2,0
GUCY1B1,6
GUCY2D,0
GUF1,7
GUK1,9
GULP1,7
GUSB,3
GVQW3,7
GXYLT1,8
GXYLT2,4
GYG1,9
GYG2,3
GYPA,3
GYPC,4
GYS1,6
GZF1,9
GZMA,4
GZMB,6
GZMK,1
H6PD,0
HAAO,6
HABP4,6
HACD1,9
HACD2,2
HACD3,6
HACD4,2
HACE1,7
HADH,2
HADHA,4
HAGH,0
HAGHL,4
HAL,9
HAND1,2
HAND2,3
HAO1,0
HAO2,1
HAP1,8
HAPLN1,9
HAPLN3,4
HAPLN4,6
HARBI1,0
HARS2,0
HAS1,0
HAS2,6
HAS3,4
HASPIN,1
HAT1,0
HAUS1,6
HAUS2,2
HAUS3,6
HAUS5,4
HAUS6,2
HAUS7,0
HAUS8,7
HAVCR1,4
HAVCR2,6
HAX1,9
HBEGF,2
HBM,3
HBP1,3
HBS1L,2
HCAR1,1
HCCS,1
HCFC1,3
HCFC1R1,6
HCFC2,6
HCK,1
HCLS1,2
HCN1,9
HCN2,6
HCN3,9
HCN4,9
HCRTR1,6
HCRTR2,3
HCST,4
HDAC1,0
HDAC10,1
HDAC11,2
HDAC2,0
HDAC3,6
HDAC4,0
HDAC5,4
HDAC6,2
HDAC7,9
HDAC8,7
HDAC9,7
HDC,2
HDDC2,3
HDDC3,7
HDGF,2
HDGFL2,2
HDGFL3,7
HDHD2,9
HDHD3,3
HDHD5,6
HDLBP,3
HDX,7
HEATR1,6
HEATR3,4
HEATR5A,7
HEATR5B,3
HEATR6,2
HEBP2,4
HECA,2
HECTD1,1
HECTD2,4
HECTD3,6
HECTD4,4
HECW1,2
HECW2,3
HEG1,7
HELB,6
HELLS,1
HELQ,3
HELT,4
HELZ,2
HELZ2,2
HEMGN,9
HEMK1,7
HENMT1,4
HEPACAM2,0
HEPH,7
HEPHL1,1
HERC1,7
HERC2,4
HERC3,4
HERC4,2
HERC6,1
HERPUD1,0
HERPUD2,7
HES2,1
HES4,5
HEXB,0
HEXD,6
HEXIM1,4
HEXIM2,9
HEY1,4
HFE,3
HFM1,7
HGD,7
HGF,2
HGFAC,0
HGS,4
HGSNAT,6
HHAT,6
HHATL,6
HHEX,6
HHIP,8
HHIPL2,3
HIBCH,4
HIC1,2
HIC2,1
HID1,0
HIF1A,9
HIF1AN,4
HIF3A,0
HIGD1B,4
HIKESHI,3
HINFP,1
HINT2,0
HIP1,4
HIP1R,8
HIPK1,2
HIPK2,6
HIPK3,0
HIRA,7
HIRIP3,3
HIVEP1,6
HIVEP2,6
HIVEP3,9
HJURP,6
HJV,0
HK1,1
HK2,0
HK3,2
HKDC1,9
HLCS,6
HLF,4
HLTF,7
HLX,6
HM13,7
HMBOX1,7
HMBS,1
HMCES,9
HMCN1,6
HMCN2,0
HMG20A,7
HMG20B,4
HMGA1,3
HMGB1,0
HMGB2,6
HMGB3,4
HMGCL,1
HMGCLL1,0
HMGCR,6
HMGCS1,3
HMGN1,0
HMGN3,1
HMGN4,6
HMGXB3,1
HMGXB4,7
HMMR,3
HMOX1,6
HMOX2,0
HMX1,9
HNF1A,9
HNF1B,7
HNF4A,0
HNF4G,6
HNMT,6
HNRNPA0,0
HNRNPA2B1,9
HNRNPA3,6
HNRNPAB,1
HNRNPD,6
HNRNPDL,1
HNRNPF,0
HNRNPH1,3
HNRNPH2,6
HNRNPH3,5
HNRNPK,0
HNRNPL,2
HNRNPLL,6
HNRNPM,3
HNRNPR,4
HNRNPU,6
HNRNPUL1,6
HOGA1,4
HOMER1,6
HOMER3,6
HOMEZ,4
HOOK1,4
HOOK2,3
HOOK3,7
HOPX,7
HORMAD1,7
HORMAD2,2
HOXA1,4
HOXA10,9
HOXA11,0
HOXA13,8
HOXA2,8
HOXA3,4
HOXA4,8
HOXA5,6
HOXA6,1
HOXA7,0
HOXA9,4
HOXB13,7
HOXB2,7
HOXB3,0
HOXB4,6
HOXB5,6
HOXB6,4
HOXB7,6
HOXB8,1
HOXB9,1
HOXC11,3
HOXC12,0
HOXC13,9
HOXC4,9
HOXC5,4
HOXC6,7
HOXC8,4
HOXD1,2
HOXD10,2
HOXD11,8
HOXD12,0
HOXD3,2
HP1BP3,4
HPCA,1
HPCAL1,0
HPCAL4,7
HPD,0
HPDL,7
HPF1,0
HPGD,3
HPGDS,2
HPN,1
HPRT1,9
HPS1,6
HPS3,6
HPS4,4
HPS5,6
HPS6,3
HPSE,2
HPSE2,6
HR,2
HRAS,1
HRC,6
HRCT1,2
HRH1,4
HRH2,6
HRH3,0
HRH4,9
HS1BP3,0
HS3ST2,0
HS3ST3A1,2
HS3ST5,7
HS6ST1,4
HS6ST2,4
HS6ST3,9
HSBP1,4
HSBP1L1,7
HSCB,2
HSD11B1,0
HSD11B1L,2
HSD11B2,9
HSD17B1,4
HSD17B10,6
HSD17B12,6
HSD17B13,0
HSD17B14,5
HSD17B4,2
HSD17B6,4
HSD17B7,0
HSD3B2,5
HSD3B7,3
HSDL1,3
HSDL2,4
HSF1,8
HSF2,4
HSF2BP,7
HSF4,3
HSF5,6
HSH2D,4
HSP90AA1,6
HSP90AB1,6
HSP90B1,3
HSPA12A,6
HSPA12B,7
HSPA13,4
HSPA14,6
HSPA2,0
HSPA4,1
HSPA4L,4
HSPA5,1
HSPA8,3
HSPA9,1
HSPB1,2
HSPB11,0
HSPB2,6
HSPB3,9
HSPB6,6
HSPB7,3
HSPB8,9
HSPBAP1,4
HSPBP1,2
HSPG2,4
HSPH1,3
HTATIP2,2
HTATSF1,9
HTR1F,4
HTR2A,3
HTR2B,0
HTR3A,9
HTR3B,8
HTR4,9
